Name,City,Number,Latitude,Longtitude
北京市,Beijing,12,
天津市,Tianjin,15,
山东省,Jinan,16,
甘肃省,Lanzhou,17,
陕西省,Xi’an,14,
河南省,Zhengzhou,16,
湖北省,Wuhan,15,
浙江省,Hangzhou,15,
广东省,Guangzhou,18,
